,Team_Name,Division_id,Conference_id,Date,Team Played,Win,Total Wins
60,Atlanta Hawks,Southeast,East,2017-03-03,Cleveland Cavaliers,0.0,34.0
61,Atlanta Hawks,Southeast,East,2017-03-05,Indiana Pacers,0.0,34.0
62,Atlanta Hawks,Southeast,East,2017-03-06,Golden State Warriors,0.0,34.0
63,Atlanta Hawks,Southeast,East,2017-03-08,Brooklyn Nets,1.0,35.0
64,Atlanta Hawks,Southeast,East,2017-03-10,Toronto Raptors,1.0,36.0
65,Atlanta Hawks,Southeast,East,2017-03-11,Memphis Grizzlies,1.0,37.0
66,Atlanta Hawks,Southeast,East,2017-03-13,San Antonio Spurs,0.0,37.0
67,Atlanta Hawks,Southeast,East,2017-03-16,Memphis Grizzlies,0.0,37.0
68,Atlanta Hawks,Southeast,East,2017-03-18,Portland Trail Blazers,0.0,37.0
69,Atlanta Hawks,Southeast,East,2017-03-20,Charlotte Hornets,0.0,37.0
70,Atlanta Hawks,Southeast,East,2017-03-22,Washington Wizards,0.0,37.0
71,Atlanta Hawks,Southeast,East,2017-03-24,Milwaukee Bucks,0.0,37.0
72,Atlanta Hawks,Southeast,East,2017-03-26,Brooklyn Nets,0.0,37.0
73,Atlanta Hawks,Southeast,East,2017-03-28,Phoenix Suns,1.0,38.0
74,Atlanta Hawks,Southeast,East,2017-03-29,Philadelphia 76ers,1.0,39.0
75,Atlanta Hawks,Southeast,East,2017-04-01,Chicago Bulls,0.0,39.0
76,Atlanta Hawks,Southeast,East,2017-04-02,Brooklyn Nets,0.0,39.0
77,Atlanta Hawks,Southeast,East,2017-04-06,Boston Celtics,1.0,40.0
78,Atlanta Hawks,Southeast,East,2017-04-07,Cleveland Cavaliers,1.0,41.0
79,Atlanta Hawks,Southeast,East,2017-04-09,Cleveland Cavaliers,1.0,42.0
80,Atlanta Hawks,Southeast,East,2017-04-11,Charlotte Hornets,1.0,43.0
81,Atlanta Hawks,Southeast,East,2017-04-12,Indiana Pacers,0.0,43.0
82,Boston Celtics,Atlantic,East,2016-10-26,Brooklyn Nets,1.0,1.0
83,Boston Celtics,Atlantic,East,2016-10-27,Chicago Bulls,0.0,1.0
84,Boston Celtics,Atlantic,East,2016-10-29,Charlotte Hornets,1.0,2.0
85,Boston Celtics,Atlantic,East,2016-11-02,Chicago Bulls,1.0,3.0
86,Boston Celtics,Atlantic,East,2016-11-03,Cleveland Cavaliers,0.0,3.0
87,Boston Celtics,Atlantic,East,2016-11-06,Denver Nuggets,0.0,3.0
88,Boston Celtics,Atlantic,East,2016-11-09,Washington Wizards,0.0,3.0
89,Boston Celtics,Atlantic,East,2016-11-11,New York Knicks,1.0,4.0
90,Boston Celtics,Atlantic,East,2016-11-12,Indiana Pacers,1.0,5.0
91,Boston Celtics,Atlantic,East,2016-11-14,New Orleans Pelicans,0.0,5.0
92,Boston Celtics,Atlantic,East,2016-11-16,Dallas Mavericks,1.0,6.0
93,Boston Celtics,Atlantic,East,2016-11-18,Golden State Warriors,0.0,6.0
94,Boston Celtics,Atlantic,East,2016-11-19,Detroit Pistons,1.0,7.0
95,Boston Celtics,Atlantic,East,2016-11-21,Minnesota Timberwolves,1.0,8.0
96,Boston Celtics,Atlantic,East,2016-11-23,Brooklyn Nets,1.0,9.0
97,Boston Celtics,Atlantic,East,2016-11-25,San Antonio Spurs,0.0,9.0
98,Boston Celtics,Atlantic,East,2016-11-28,Miami Heat,1.0,10.0
99,Boston Celtics,Atlantic,East,2016-11-30,Detroit Pistons,0.0,10.0
100,Boston Celtics,Atlantic,East,2016-12-02,Sacramento Kings,1.0,11.0
101,Boston Celtics,Atlantic,East,2016-12-03,Philadelphia 76ers,1.0,12.0
102,Boston Celtics,Atlantic,East,2016-12-05,Houston Rockets,0.0,12.0
103,Boston Celtics,Atlantic,East,2016-12-07,Orlando Magic,1.0,13.0
104,Boston Celtics,Atlantic,East,2016-12-09,Toronto Raptors,0.0,13.0
105,Boston Celtics,Atlantic,East,2016-12-11,Oklahoma City Thunder,0.0,13.0
106,Boston Celtics,Atlantic,East,2016-12-14,San Antonio Spurs,0.0,13.0
107,Boston Celtics,Atlantic,East,2016-12-16,Charlotte Hornets,1.0,14.0
108,Boston Celtics,Atlantic,East,2016-12-18,Miami Heat,1.0,15.0
109,Boston Celtics,Atlantic,East,2016-12-20,Memphis Grizzlies,1.0,16.0
110,Boston Celtics,Atlantic,East,2016-12-22,Indiana Pacers,1.0,17.0
111,Boston Celtics,Atlantic,East,2016-12-23,Oklahoma City Thunder,0.0,17.0
112,Boston Celtics,Atlantic,East,2016-12-25,New York Knicks,1.0,18.0
113,Boston Celtics,Atlantic,East,2016-12-27,Memphis Grizzlies,1.0,19.0
114,Boston Celtics,Atlantic,East,2016-12-29,Cleveland Cavaliers,0.0,19.0
115,Boston Celtics,Atlantic,East,2016-12-30,Miami Heat,1.0,20.0
116,Boston Celtics,Atlantic,East,2017-01-03,Utah Jazz,1.0,21.0
117,Boston Celtics,Atlantic,East,2017-01-06,Philadelphia 76ers,1.0,22.0
118,Boston Celtics,Atlantic,East,2017-01-07,New Orleans Pelicans,1.0,23.0
119,Boston Celtics,Atlantic,East,2017-01-10,Toronto Raptors,0.0,23.0
120,Boston Celtics,Atlantic,East,2017-01-11,Washington Wizards,1.0,24.0
121,Boston Celtics,Atlantic,East,2017-01-13,Atlanta Hawks,1.0,25.0
122,Boston Celtics,Atlantic,East,2017-01-16,Charlotte Hornets,1.0,26.0
123,Boston Celtics,Atlantic,East,2017-01-18,New York Knicks,0.0,26.0
124,Boston Celtics,Atlantic,East,2017-01-21,Portland Trail Blazers,0.0,26.0
125,Boston Celtics,Atlantic,East,2017-01-24,Washington Wizards,0.0,26.0
126,Boston Celtics,Atlantic,East,2017-01-25,Houston Rockets,1.0,27.0
127,Boston Celtics,Atlantic,East,2017-01-27,Orlando Magic,1.0,28.0
128,Boston Celtics,Atlantic,East,2017-01-28,Milwaukee Bucks,1.0,29.0
129,Boston Celtics,Atlantic,East,2017-01-30,Detroit Pistons,1.0,30.0
130,Boston Celtics,Atlantic,East,2017-02-01,Toronto Raptors,1.0,31.0
131,Boston Celtics,Atlantic,East,2017-02-03,Los Angeles Lakers,1.0,32.0
132,Boston Celtics,Atlantic,East,2017-02-05,LA Clippers,1.0,33.0
133,Boston Celtics,Atlantic,East,2017-02-08,Sacramento Kings,0.0,33.0
134,Boston Celtics,Atlantic,East,2017-02-09,Portland Trail Blazers,1.0,34.0
135,Boston Celtics,Atlantic,East,2017-02-11,Utah Jazz,1.0,35.0
136,Boston Celtics,Atlantic,East,2017-02-13,Dallas Mavericks,1.0,36.0
137,Boston Celtics,Atlantic,East,2017-02-15,Philadelphia 76ers,1.0,37.0
138,Boston Celtics,Atlantic,East,2017-02-16,Chicago Bulls,0.0,37.0
139,Boston Celtics,Atlantic,East,2017-02-24,Toronto Raptors,0.0,37.0
140,Boston Celtics,Atlantic,East,2017-02-26,Detroit Pistons,1.0,38.0
141,Boston Celtics,Atlantic,East,2017-02-27,Atlanta Hawks,0.0,38.0
142,Boston Celtics,Atlantic,East,2017-03-01,Cleveland Cavaliers,1.0,39.0
143,Boston Celtics,Atlantic,East,2017-03-03,Los Angeles Lakers,1.0,40.0
144,Boston Celtics,Atlantic,East,2017-03-05,Phoenix Suns,0.0,40.0
145,Boston Celtics,Atlantic,East,2017-03-06,LA Clippers,0.0,40.0
146,Boston Celtics,Atlantic,East,2017-03-08,Golden State Warriors,1.0,41.0
147,Boston Celtics,Atlantic,East,2017-03-10,Denver Nuggets,0.0,41.0
148,Boston Celtics,Atlantic,East,2017-03-12,Chicago Bulls,1.0,42.0
149,Boston Celtics,Atlantic,East,2017-03-15,Minnesota Timberwolves,1.0,43.0
150,Boston Celtics,Atlantic,East,2017-03-17,Brooklyn Nets,1.0,44.0
151,Boston Celtics,Atlantic,East,2017-03-19,Philadelphia 76ers,0.0,44.0
152,Boston Celtics,Atlantic,East,2017-03-20,Washington Wizards,1.0,45.0
153,Boston Celtics,Atlantic,East,2017-03-22,Indiana Pacers,1.0,46.0
154,Boston Celtics,Atlantic,East,2017-03-24,Phoenix Suns,1.0,47.0
155,Boston Celtics,Atlantic,East,2017-03-26,Miami Heat,1.0,48.0
156,Boston Celtics,Atlantic,East,2017-03-29,Milwaukee Bucks,0.0,48.0
157,Boston Celtics,Atlantic,East,2017-03-31,Orlando Magic,1.0,49.0
158,Boston Celtics,Atlantic,East,2017-04-02,New York Knicks,1.0,50.0
159,Boston Celtics,Atlantic,East,2017-04-05,Cleveland Cavaliers,0.0,50.0
160,Boston Celtics,Atlantic,East,2017-04-06,Atlanta Hawks,0.0,50.0
161,Boston Celtics,Atlantic,East,2017-04-08,Charlotte Hornets,1.0,51.0
162,Boston Celtics,Atlantic,East,2017-04-10,Brooklyn Nets,1.0,52.0
163,Boston Celtics,Atlantic,East,2017-04-12,Milwaukee Bucks,1.0,53.0
164,Brooklyn Nets,Atlantic,East,2016-10-26,Boston Celtics,0.0,0.0
165,Brooklyn Nets,Atlantic,East,2016-10-28,Indiana Pacers,1.0,1.0
166,Brooklyn Nets,Atlantic,East,2016-10-29,Milwaukee Bucks,0.0,1.0
167,Brooklyn Nets,Atlantic,East,2016-10-31,Chicago Bulls,0.0,1.0
168,Brooklyn Nets,Atlantic,East,2016-11-02,Detroit Pistons,1.0,2.0
169,Brooklyn Nets,Atlantic,East,2016-11-04,Charlotte Hornets,0.0,2.0
170,Brooklyn Nets,Atlantic,East,2016-11-08,Minnesota Timberwolves,1.0,3.0
171,Brooklyn Nets,Atlantic,East,2016-11-09,New York Knicks,0.0,3.0
172,Brooklyn Nets,Atlantic,East,2016-11-12,Phoenix Suns,1.0,4.0
173,Brooklyn Nets,Atlantic,East,2016-11-14,LA Clippers,0.0,4.0
174,Brooklyn Nets,Atlantic,East,2016-11-15,Los Angeles Lakers,0.0,4.0
175,Brooklyn Nets,Atlantic,East,2016-11-18,Oklahoma City Thunder,0.0,4.0
176,Brooklyn Nets,Atlantic,East,2016-11-20,Portland Trail Blazers,0.0,4.0
177,Brooklyn Nets,Atlantic,East,2016-11-23,Boston Celtics,0.0,4.0
178,Brooklyn Nets,Atlantic,East,2016-11-25,Indiana Pacers,0.0,4.0
179,Brooklyn Nets,Atlantic,East,2016-11-27,Sacramento Kings,0.0,4.0
180,Brooklyn Nets,Atlantic,East,2016-11-29,LA Clippers,1.0,5.0
181,Brooklyn Nets,Atlantic,East,2016-12-01,Milwaukee Bucks,0.0,5.0
182,Brooklyn Nets,Atlantic,East,2016-12-03,Milwaukee Bucks,0.0,5.0
183,Brooklyn Nets,Atlantic,East,2016-12-05,Washington Wizards,0.0,5.0
184,Brooklyn Nets,Atlantic,East,2016-12-07,Denver Nuggets,1.0,6.0
185,Brooklyn Nets,Atlantic,East,2016-12-10,San Antonio Spurs,0.0,6.0
186,Brooklyn Nets,Atlantic,East,2016-12-12,Houston Rockets,0.0,6.0
187,Brooklyn Nets,Atlantic,East,2016-12-14,Los Angeles Lakers,1.0,7.0
188,Brooklyn Nets,Atlantic,East,2016-12-16,Orlando Magic,0.0,7.0
189,Brooklyn Nets,Atlantic,East,2016-12-18,Philadelphia 76ers,0.0,7.0
190,Brooklyn Nets,Atlantic,East,2016-12-20,Toronto Raptors,0.0,7.0
191,Brooklyn Nets,Atlantic,East,2016-12-22,Golden State Warriors,0.0,7.0
192,Brooklyn Nets,Atlantic,East,2016-12-23,Cleveland Cavaliers,0.0,7.0
193,Brooklyn Nets,Atlantic,East,2016-12-26,Charlotte Hornets,1.0,8.0
194,Brooklyn Nets,Atlantic,East,2016-12-28,Chicago Bulls,0.0,8.0
195,Brooklyn Nets,Atlantic,East,2016-12-30,Washington Wizards,0.0,8.0
196,Brooklyn Nets,Atlantic,East,2017-01-02,Utah Jazz,0.0,8.0
197,Brooklyn Nets,Atlantic,East,2017-01-05,Indiana Pacers,0.0,8.0
198,Brooklyn Nets,Atlantic,East,2017-01-06,Cleveland Cavaliers,0.0,8.0
199,Brooklyn Nets,Atlantic,East,2017-01-08,Philadelphia 76ers,0.0,8.0
200,Brooklyn Nets,Atlantic,East,2017-01-10,Atlanta Hawks,0.0,8.0
201,Brooklyn Nets,Atlantic,East,2017-01-12,New Orleans Pelicans,0.0,8.0
202,Brooklyn Nets,Atlantic,East,2017-01-13,Toronto Raptors,0.0,8.0
203,Brooklyn Nets,Atlantic,East,2017-01-15,Houston Rockets,0.0,8.0
204,Brooklyn Nets,Atlantic,East,2017-01-17,Toronto Raptors,0.0,8.0
205,Brooklyn Nets,Atlantic,East,2017-01-20,New Orleans Pelicans,1.0,9.0
206,Brooklyn Nets,Atlantic,East,2017-01-21,Charlotte Hornets,0.0,9.0
207,Brooklyn Nets,Atlantic,East,2017-01-23,San Antonio Spurs,0.0,9.0
208,Brooklyn Nets,Atlantic,East,2017-01-25,Miami Heat,0.0,9.0
209,Brooklyn Nets,Atlantic,East,2017-01-27,Cleveland Cavaliers,0.0,9.0
210,Brooklyn Nets,Atlantic,East,2017-01-28,Minnesota Timberwolves,0.0,9.0
211,Brooklyn Nets,Atlantic,East,2017-01-30,Miami Heat,0.0,9.0
212,Brooklyn Nets,Atlantic,East,2017-02-01,New York Knicks,0.0,9.0
213,Brooklyn Nets,Atlantic,East,2017-02-03,Indiana Pacers,0.0,9.0
214,Brooklyn Nets,Atlantic,East,2017-02-05,Toronto Raptors,0.0,9.0
215,Brooklyn Nets,Atlantic,East,2017-02-07,Charlotte Hornets,0.0,9.0
216,Brooklyn Nets,Atlantic,East,2017-02-08,Washington Wizards,0.0,9.0
217,Brooklyn Nets,Atlantic,East,2017-02-10,Miami Heat,0.0,9.0
218,Brooklyn Nets,Atlantic,East,2017-02-13,Memphis Grizzlies,0.0,9.0
219,Brooklyn Nets,Atlantic,East,2017-02-15,Milwaukee Bucks,0.0,9.0
220,Brooklyn Nets,Atlantic,East,2017-02-24,Denver Nuggets,0.0,9.0
221,Brooklyn Nets,Atlantic,East,2017-02-25,Golden State Warriors,0.0,9.0
222,Brooklyn Nets,Atlantic,East,2017-03-01,Sacramento Kings,1.0,10.0
223,Brooklyn Nets,Atlantic,East,2017-03-03,Utah Jazz,0.0,10.0
224,Brooklyn Nets,Atlantic,East,2017-03-04,Portland Trail Blazers,0.0,10.0
225,Brooklyn Nets,Atlantic,East,2017-03-06,Memphis Grizzlies,1.0,11.0
226,Brooklyn Nets,Atlantic,East,2017-03-08,Atlanta Hawks,0.0,11.0
227,Brooklyn Nets,Atlantic,East,2017-03-10,Dallas Mavericks,0.0,11.0
228,Brooklyn Nets,Atlantic,East,2017-03-12,New York Knicks,1.0,12.0
229,Brooklyn Nets,Atlantic,East,2017-03-14,Oklahoma City Thunder,0.0,12.0
230,Brooklyn Nets,Atlantic,East,2017-03-16,New York Knicks,1.0,13.0
231,Brooklyn Nets,Atlantic,East,2017-03-17,Boston Celtics,0.0,13.0
232,Brooklyn Nets,Atlantic,East,2017-03-19,Dallas Mavericks,0.0,13.0
233,Brooklyn Nets,Atlantic,East,2017-03-21,Detroit Pistons,1.0,14.0
234,Brooklyn Nets,Atlantic,East,2017-03-23,Phoenix Suns,1.0,15.0
235,Brooklyn Nets,Atlantic,East,2017-03-24,Washington Wizards,0.0,15.0
236,Brooklyn Nets,Atlantic,East,2017-03-26,Atlanta Hawks,1.0,16.0
237,Brooklyn Nets,Atlantic,East,2017-03-28,Philadelphia 76ers,0.0,16.0
238,Brooklyn Nets,Atlantic,East,2017-03-30,Detroit Pistons,0.0,16.0
239,Brooklyn Nets,Atlantic,East,2017-04-01,Orlando Magic,1.0,17.0
240,Brooklyn Nets,Atlantic,East,2017-04-02,Atlanta Hawks,1.0,18.0
241,Brooklyn Nets,Atlantic,East,2017-04-04,Philadelphia 76ers,1.0,19.0
242,Brooklyn Nets,Atlantic,East,2017-04-06,Orlando Magic,0.0,19.0
243,Brooklyn Nets,Atlantic,East,2017-04-08,Chicago Bulls,1.0,20.0
244,Brooklyn Nets,Atlantic,East,2017-04-10,Boston Celtics,0.0,20.0
245,Brooklyn Nets,Atlantic,East,2017-04-12,Chicago Bulls,0.0,20.0
246,Charlotte Hornets,Southeast,East,2016-10-26,Milwaukee Bucks,1.0,1.0
247,Charlotte Hornets,Southeast,East,2016-10-28,Miami Heat,1.0,2.0
248,Charlotte Hornets,Southeast,East,2016-10-29,Boston Celtics,0.0,2.0
249,Charlotte Hornets,Southeast,East,2016-11-02,Philadelphia 76ers,1.0,3.0
250,Charlotte Hornets,Southeast,East,2016-11-04,Brooklyn Nets,1.0,4.0
251,Charlotte Hornets,Southeast,East,2016-11-07,Indiana Pacers,1.0,5.0
252,Charlotte Hornets,Southeast,East,2016-11-09,Utah Jazz,1.0,6.0
253,Charlotte Hornets,Southeast,East,2016-11-11,Toronto Raptors,0.0,6.0
254,Charlotte Hornets,Southeast,East,2016-11-13,Cleveland Cavaliers,0.0,6.0
255,Charlotte Hornets,Southeast,East,2016-11-15,Minnesota Timberwolves,1.0,7.0
256,Charlotte Hornets,Southeast,East,2016-11-18,Atlanta Hawks,1.0,8.0
257,Charlotte Hornets,Southeast,East,2016-11-19,New Orleans Pelicans,0.0,8.0
258,Charlotte Hornets,Southeast,East,2016-11-21,Memphis Grizzlies,0.0,8.0
259,Charlotte Hornets,Southeast,East,2016-11-23,San Antonio Spurs,0.0,8.0
260,Charlotte Hornets,Southeast,East,2016-11-25,New York Knicks,0.0,8.0
261,Charlotte Hornets,Southeast,East,2016-11-26,New York Knicks,1.0,9.0
262,Charlotte Hornets,Southeast,East,2016-11-28,Memphis Grizzlies,1.0,10.0
263,Charlotte Hornets,Southeast,East,2016-11-29,Detroit Pistons,0.0,10.0
264,Charlotte Hornets,Southeast,East,2016-12-01,Dallas Mavericks,1.0,11.0
265,Charlotte Hornets,Southeast,East,2016-12-03,Minnesota Timberwolves,0.0,11.0
266,Charlotte Hornets,Southeast,East,2016-12-05,Dallas Mavericks,1.0,12.0
267,Charlotte Hornets,Southeast,East,2016-12-07,Detroit Pistons,1.0,13.0
268,Charlotte Hornets,Southeast,East,2016-12-09,Orlando Magic,1.0,14.0
269,Charlotte Hornets,Southeast,East,2016-12-10,Cleveland Cavaliers,0.0,14.0
270,Charlotte Hornets,Southeast,East,2016-12-12,Indiana Pacers,0.0,14.0
271,Charlotte Hornets,Southeast,East,2016-12-14,Washington Wizards,0.0,14.0
272,Charlotte Hornets,Southeast,East,2016-12-16,Boston Celtics,0.0,14.0
273,Charlotte Hornets,Southeast,East,2016-12-17,Atlanta Hawks,1.0,15.0
274,Charlotte Hornets,Southeast,East,2016-12-20,Los Angeles Lakers,1.0,16.0
275,Charlotte Hornets,Southeast,East,2016-12-23,Chicago Bulls,1.0,17.0
276,Charlotte Hornets,Southeast,East,2016-12-26,Brooklyn Nets,0.0,17.0
277,Charlotte Hornets,Southeast,East,2016-12-28,Orlando Magic,1.0,18.0
278,Charlotte Hornets,Southeast,East,2016-12-29,Miami Heat,1.0,19.0
279,Charlotte Hornets,Southeast,East,2016-12-31,Cleveland Cavaliers,0.0,19.0
280,Charlotte Hornets,Southeast,East,2017-01-02,Chicago Bulls,0.0,19.0
281,Charlotte Hornets,Southeast,East,2017-01-04,Oklahoma City Thunder,1.0,20.0
282,Charlotte Hornets,Southeast,East,2017-01-05,Detroit Pistons,0.0,20.0
283,Charlotte Hornets,Southeast,East,2017-01-07,San Antonio Spurs,0.0,20.0
284,Charlotte Hornets,Southeast,East,2017-01-10,Houston Rockets,0.0,20.0
285,Charlotte Hornets,Southeast,East,2017-01-13,Philadelphia 76ers,0.0,20.0
286,Charlotte Hornets,Southeast,East,2017-01-16,Boston Celtics,0.0,20.0
287,Charlotte Hornets,Southeast,East,2017-01-18,Portland Trail Blazers,1.0,21.0
288,Charlotte Hornets,Southeast,East,2017-01-20,Toronto Raptors,1.0,22.0
289,Charlotte Hornets,Southeast,East,2017-01-21,Brooklyn Nets,1.0,23.0
290,Charlotte Hornets,Southeast,East,2017-01-23,Washington Wizards,0.0,23.0
291,Charlotte Hornets,Southeast,East,2017-01-25,Golden State Warriors,0.0,23.0
292,Charlotte Hornets,Southeast,East,2017-01-27,New York Knicks,0.0,23.0
293,Charlotte Hornets,Southeast,East,2017-01-28,Sacramento Kings,0.0,23.0
294,Charlotte Hornets,Southeast,East,2017-01-31,Portland Trail Blazers,0.0,23.0
295,Charlotte Hornets,Southeast,East,2017-02-01,Golden State Warriors,0.0,23.0
296,Charlotte Hornets,Southeast,East,2017-02-04,Utah Jazz,0.0,23.0
297,Charlotte Hornets,Southeast,East,2017-02-07,Brooklyn Nets,1.0,24.0
298,Charlotte Hornets,Southeast,East,2017-02-09,Houston Rockets,0.0,24.0
299,Charlotte Hornets,Southeast,East,2017-02-11,LA Clippers,0.0,24.0
300,Charlotte Hornets,Southeast,East,2017-02-13,Philadelphia 76ers,0.0,24.0
301,Charlotte Hornets,Southeast,East,2017-02-15,Toronto Raptors,0.0,24.0
302,Charlotte Hornets,Southeast,East,2017-02-23,Detroit Pistons,0.0,24.0
303,Charlotte Hornets,Southeast,East,2017-02-25,Sacramento Kings,1.0,25.0
304,Charlotte Hornets,Southeast,East,2017-02-26,LA Clippers,0.0,25.0
305,Charlotte Hornets,Southeast,East,2017-02-28,Los Angeles Lakers,1.0,26.0
306,Charlotte Hornets,Southeast,East,2017-03-02,Phoenix Suns,0.0,26.0
307,Charlotte Hornets,Southeast,East,2017-03-04,Denver Nuggets,1.0,27.0
308,Charlotte Hornets,Southeast,East,2017-03-06,Indiana Pacers,1.0,28.0
309,Charlotte Hornets,Southeast,East,2017-03-08,Miami Heat,0.0,28.0
310,Charlotte Hornets,Southeast,East,2017-03-10,Orlando Magic,1.0,29.0
311,Charlotte Hornets,Southeast,East,2017-03-11,New Orleans Pelicans,0.0,29.0
312,Charlotte Hornets,Southeast,East,2017-03-13,Chicago Bulls,0.0,29.0
313,Charlotte Hornets,Southeast,East,2017-03-15,Indiana Pacers,0.0,29.0
314,Charlotte Hornets,Southeast,East,2017-03-18,Washington Wizards,1.0,30.0
315,Charlotte Hornets,Southeast,East,2017-03-20,Atlanta Hawks,1.0,31.0
316,Charlotte Hornets,Southeast,East,2017-03-22,Orlando Magic,1.0,32.0
317,Charlotte Hornets,Southeast,East,2017-03-24,Cleveland Cavaliers,0.0,32.0
318,Charlotte Hornets,Southeast,East,2017-03-26,Phoenix Suns,1.0,33.0
319,Charlotte Hornets,Southeast,East,2017-03-28,Milwaukee Bucks,0.0,33.0
